,tconst,originalTitle,startYear,runtimeMinutes,genres_x,adult,overview,production_countries,production_companies_name,production_companies_country,averageRating,numVotes,directors,writers
863,tt2186812,20 ans d'écart,2013,92.0,"Comedy,Romance",False,"38-year-old Alice has everything to become the next editor-in-chief of Rebelle magazine except for her uptight image. But when the young and charming Balthazar, barely 20, crosses Alice's path, she realizes that he holds the key to her promotion.",['FR'],"['TF1', 'Echo Films', 'EuropaCorp', 'Ciné+', 'Canal+', 'TF1 Films Production']",,6.3,11066,nm1219963,"nm0359141,nm1219963,nm1812637"
864,tt21877348,Fifi,2022,109.0,"Comedy,Romance",False,"Nancy, East of France. Summertime. Seeking to escape her troublesome family environment, Sophie, 15, jumps at the chance to get the spare keys to her wealthy friend Jade's house. While enjoying the spacious home she thought deserted for summer, she bumps into her friend's older brother Stéphane, who, as fate would have it, was also planning on staying. But instead of chasing her out, Stéphane will choose to leave the door open as an invitation to a summer Sophie never expected.",['FR'],['Haïku Films'],['FR'],6.8,161,"nm13976855,nm1356408","nm13976855,nm0275452,nm1356408"
865,tt21909950,Hawa,2022,104.0,"Comedy,Drama,Family",False,"A teenage girl lives with her grandmother and worries she will be removed by social services. She sets off to get adopted by someone she admires more than anything, one of the most powerful women in the world.",['FR'],"['Bien ou Bien Productions', 'Prime Vidéo France']","['FR', 'FR']",5.2,417,nm5057444,"nm0086912,nm5057444,nm3195972"
866,tt2191765,Un moment d'égarement,2015,105.0,"Comedy,Drama,Romance",False,"Antoine and Laurent, old friends, spend their vacation in Corsica with their respective daughters: seventeen-year-old Louna and eighteen-year-old Marie. One evening at the beach, Louna seduces Laurent. Louna is in love, but for Laurent it was nothing more than a momentary distraction. Without revealing her lover's name, Louna confides in her father, who tries by any means to discover who his daughter's lover is. How long will the secret be able to be kept hidden?",['FR'],['La Petite Reine'],,6.2,10221,nm0724938,"nm0001945,nm0018132,nm0724938"
867,tt2194607,Le paradis des bêtes,2012,95.0,"Comedy,Drama",False,"Dominique, a formidable and possessive husband and father, manages a large pet store, the Paradis des Bêtes, with his sister. One day he goes too far and disrupts his family.",['FR'],['Mezzanine Films'],,5.9,134,nm0488645,"nm1141145,nm0488645"
868,tt21956512,L'école est à nous,2022,108.0,Comedy,False,"Virginie Thévenot, a somewhat special math teacher, takes advantage of a general strike in a college to try an extraordinary experiment with a small group of students. She takes a bet: let them do what they want... A spark that will ignite the spirits of teenagers, cause a small revolution within the college, and turn their lives upside down.",['FR'],"['Mandarin Production', 'France 3 Cinéma']","['FR', 'FR']",6.3,122,nm1415190,"nm1415190,nm1181224"
869,tt21956982,Reste un peu,2022,90.0,Comedy,False,"Gad Elmaleh decides to leave New York and move back to Paris, to get baptized and become a Catholic. Despite his attempt to hide the truth from his Jewish family, Gad's parents discover their son's unconditional love for the Virgin Mary – and for them, it’s a nightmare! Determined to bring Gad back to reason and to his Jewishness, they turn his conversion into a battlefield - as Gad tries to make them understand by any means necessary that his sincere beliefs do not change his identity and the love he has for his family.",['FR'],"['KS2 Productions', 'Vito Films']","['', '']",5.9,359,nm0255362,"nm0255362,nm2224444,nm14207997"
870,tt2197088,Les petits princes,2013,86.0,"Comedy,Drama",False,"JB suffers from a heart malformation .He falsifies his medical file ,so that he can enter a top athlete training center.",['FR'],"['Rhamsa Productions', 'EuropaCorp']",,6.3,339,nm5099330,"nm5098900,nm5099330"
871,tt21997718,Le cours de la vie,2023,90.0,"Comedy,Drama",False,"Noémie, an experienced screenwriter, meets up with Vincent, her first childhood love, at the film school where he is now the director. Through an extraordinary masterclass where intimacy rubs shoulders with the universal and reality flirts with fiction, Noémie will teach Vincent and his students that the art of writing a screenplay is the art of living passionately.",['FR'],"['Tabo Tabo Films', 'Sombrero Films']","['FR', 'FR']",5.8,111,nm0812380,"nm0493594,nm0812380"
872,tt2200144,Demi-soeur,2013,90.0,Comedy,False,"When Nénette discovers the identity of her father in a letter, she quickly goes off in search of him. But instead of finding her father, she is met by her half-brother, Paul. Paul, a bitter man who gave up his dream to take over his father’s pharmacy business, is less than thrilled at the arrival of his ‘embarrassing’ half-sister. After refusing to take her in, he soon gets a taste of his own medicine. Under the influence of a potent drug, for one day Paul is generous, happy and sensitive. The next morning, however, once the drug has worn off, his nasty side comes back...",['FR'],"['Josy Films', 'Nexus Factory', 'StudioCanal', 'France 2 Cinéma', 'LGM Cinéma', 'uFilm', 'uFund']",,5.5,288,nm0001929,"nm0001929,nm3373353"
873,tt2205517,Hénaut président,2012,100.0,Comedy,False,,['FR'],['Axel Films'],,5.0,30,nm0612204,"nm0071112,nm2182068,nm0612204"
874,tt2207050,Alceste à bicyclette,2013,104.0,"Comedy,Drama",False,"Serge Tanneur is at the pinnacle of his acting career when he decides to turn his back on show business and become a hermit living off of France’s Atlantic coast. Three years later, Gauthier Valence, a beloved TV actor, shows up on the island to offer Serge a role in his directorial debut – a rendition of Molière’s classic play, “The Misanthrope”. Serge refuses at first, but then suggests that they rehearse the first scene and after five days he’ll decide if he wants to dothe play or not. What ensues is a battle of brawn and wits and peculiar encounters with a hotel maid who longs to be a pornstar and an Italian divorcée.",['FR'],"['France 2 Cinéma', 'Les Films des Tournelles', 'Pathé', 'Appaloosa Dévelopment']",,6.6,3114,nm0494355,"nm0524528,nm0494355,nm0141127,nm0596942"
875,tt2207072,Eyjafjallajökull,2013,92.0,Comedy,False,"The eruption of the Icelandic volcano Eyjafjallajökull causes major disruptions to travelers' plans around the world. For Alain and Valérie, it's a catastrophe. Because to make it to the small Greek village in time for their daughter's wedding, this divorced couple, whose mutual hatred knows no bounds, will be obliged to set out on the road together.","['BE', 'FR']","['TF1 Films Production', 'SCOPE Invest', 'Quad Productions', 'SCOPE Pictures']",,5.6,4283,nm2056306,"nm1552771,nm3557725,nm2056306"
876,tt2207090,Les invincibles,2013,98.0,"Comedy,Sport",False,"Momo has one dream buried for years: become a petanque champion. When an international tournament is announced, he drops his ordinary life to win the first prize and fulfill his dreams.",['FR'],['Chic Films'],,5.3,587,nm1147848,"nm0445463,nm3196118,nm0349923,nm0349930,nm0801533,nm1147848"
877,tt2210823,Mince alors!,2012,100.0,Comedy,False,"A resort for individuals who want to lose weight is helps several women discover friendships, acceptance with body image and hard truths.",['FR'],"['Thelma Films', 'ARD']",,5.4,998,nm0876942,"nm0494370,nm1058901,nm0876942"
878,tt2215395,Paulette,2012,87.0,"Comedy,Crime",False,"Paulette lives alone in a housing project in the Paris suburbs. With her meager pension, she can no longer make ends meet.",['FR'],"['Gaumont', 'France 2 Cinéma', 'Légende Films']",,6.6,7510,nm0257991,"nm5056467,nm0257991,nm4531688,nm5056474"
879,tt22169328,Kev Adams: The Real Me,2022,60.0,"Comedy,Documentary",False,"At age 30, French comic Kev Adams gets up close and personal about how life has changed since his big break 12 years ago — and not always for the best.",['FR'],[],[],5.2,54,nm11496454,"nm1133795,nm12936245,nm6204561,nm6364081"
880,tt22180542,Stéphane,2023,78.0,Comedy,False,"On the set of his amateur short film, Tim unwittingly meets a certain Stéphane, a gruff, loud-mouthed man with stories that smack of a competition mythomaniac. Tim is convinced that he has a golden documentary subject.",['FR'],['Canal+'],['FR'],6.4,114,"nm7349207,nm11617021","nm7349207,nm11617021"
881,tt2229253,"La Vierge, les Coptes et moi...",2011,85.0,"Comedy,Documentary",False,"After seeing a grainy video of what is supposed to be an apparition of the Virgin Mary, Abdel Messeh sets out to make a documentary about belief, family and religion, much to the disapproval of his mother.","['EG', 'FR', 'QA']",[],,6.6,163,nm1870495,"nm1870495,nm1493704,nm4889497"
882,tt2234543,Un château en Italie,2013,104.0,"Comedy,Drama",False,"Louise meets Nathan, her dreams resurface. It's also the story of her ailing brother, their mother, and the destiny of a leading family of wealthy Italian industrialists. The story of a family falling apart, a world coming to an end and love beginning.",['FR'],"['CNC', 'SBS Productions', 'Canal+']",,5.7,1239,nm0116254,"nm0116254,nm0527852,nm0755389"
883,tt22352776,Ernest et Célestine: Le voyage en Charabie,2022,80.0,"Adventure,Animation,Comedy",False,"Ernest and Celestine are travelling back to Ernest's country, Gibberitia, to fix his broken violin. This exotic land is home to the best musicians on earth and music constantly fills the air with joy. However, upon arriving, our two heroes discover that all forms of music have been banned for many years - and for them, a life without music is unthinkable. Along with their friends and a mysterious masked outlaw, Ernest and Celestine must try their best to bring music and happiness back to the land of bears.","['FR', 'LU']","['France 3 Cinéma', 'Les Armateurs', 'StudioCanal', 'Folivari', 'Melusine Productions']","['FR', 'FR', 'FR', 'FR', 'LU']",7.1,435,"nm4922654,nm0736643","nm3957522,nm0116369,nm2414061,nm3493780,nm6024424,nm6135541"
884,tt22360682,Pattie et la colère de Poséidon,2022,95.0,"Adventure,Animation,Comedy",False,"An adventurous mouse sets off to battle dangerous creatures in Ancient Greece, including Poseidon.",['FR'],"['TAT Productions', 'Apollo Films']","['FR', 'FR']",5.9,612,"nm1120902,nm1119868,nm1119869","nm1120902,nm1119868,nm1119869"
885,tt22397870,Nouveau départ,2023,100.0,"Comedy,Romance",False,"Alain and Diane have been together for 30 years. In his mind, Alain is still 30 years old. But the equation 30 years of routine feelings, empty nest (and incidentally a job where being 50 is like an incurable disease) creates a much less euphoric effect for Diane. She oscillates between depression and free fall - and the first one who says ""hormonal"" she smokes. Alain loves Diane like crazy and love is proof. He's going to do something crazy for her, something to make her feel vital again, to make her heart beat and youthfulness pulsate. The crazy thing? Leave her. The risk with electroshock ? Unknown: either it wakes up or it burns. They will take it, with their eyes closed.","['BE', 'FR']","['Récifilms', 'uMedia', 'Village Films']","['', 'BE', '']",6.4,95,nm1162222,"nm1885928,nm1162222,nm12353227,nm0893556"
886,tt2241691,Au bout du conte,2013,112.0,"Comedy,Drama,Romance",False,"Laura is still waiting for Prince Charming at the age of 24. So when Sandro appears at a party, exactly like her Prince would in her dreams, she thinks she's found the right one. But then again, when she meets Maxime, Laura starts to wonder if some Princes could be more charming than others? Of course Sandro has problems of his own : his father, Pierre, just bumped into Madam Irma at his father's funeral and this reminded him of the date of his own death which Madame Irma had predicted ages ago. Now Pierre is unable to make any plans, not with his new partner Eleonore, nor with Sandro. And Maxime has his own problems, and so does Eleonore, Marianne, Jacqueline and many others. But don't worry, in the end, they'll all live happily ever after.",['FR'],['Memento Films Distribution'],,5.8,1410,nm0418450,"nm0045870,nm0418450"
887,tt2246909,Pauline détective,2012,101.0,"Comedy,Crime,Mystery",False,"After she has been dumped by her boyfriend, Pauline allows her sister to take her to a palace on the Italian Riviera.  Instead of savouring the delights of a carefree existence, Pauline prefers to take on the role of an amateur sleuth, convinced that a crime has been committed in the environs.  She ropes a handsome lifeguard into her investigation...",['FR'],"['La Chauve Souris', 'France 3 Cinéma', 'Versus Production', 'TPS Star', 'Studio Babelsberg StudioBabelsberg Motion Pictures', 'Canal+']",,5.6,465,nm1292192,nm1292192
888,tt2251798,Chez nous c'est trois!,2013,88.0,Comedy,False,,"['BE', 'FR']","['Left Field Ventures', 'Local Films']",,5.3,73,nm0244967,"nm2587464,nm0244967"
889,tt2253939,Camille redouble,2012,115.0,"Comedy,Drama,Romance",False,"Camille was only sixteen and still in high school when she fell in love with Eric, another student. They later married and a child and were happy for a while. But now twenty-five years have passed and Eric leaves her for a younger woman. Bitter and desperate Camille drinks so much liquor at a New Year Eve's party that she falls into an ethylic coma and she finds herself... propelled into her own past! Camille is sixteen again when she wakes up this morning, her parents are not dead anymore and she must go to school, where she will meet her schoolmates and, of course, Eric. Is she going to fall for him again and... be miserable twenty-five years later? Or will she avoid him with the result never having her beloved daughter? Who ever said that time traveling was fun?",['FR'],"['F Comme Film', 'Ciné-@']",,6.2,2888,nm0527852,"nm1444949,nm0527852,nm0559782,nm0786905"
890,tt2261749,La cage dorée,2013,90.0,"Comedy,Drama",False,"In the beautiful area of ​​Paris, Maria and José Ribeiro lived for almost thirty years on the ground floor of a Haussmann building, in their dear little lodge.",['FR'],"['Zazi Films', 'Pathé Productions', 'TF1 Films Production']",,7.2,10514,nm0023517,"nm0023517,nm6270798,nm1761153,nm0312315"
891,tt2271777,Bowling,2012,90.0,Comedy,False,"The story takes place in Carhaix, in the heart of Brittany. A small hospital, with a calm maternity clinic, where few births take place. Mathilde, a mid-wife, Firmine, a pediatric nurse, and Louise, the owner of the Carhaix bowling alley, are all friends and lead a happy existence. Catherine, director of the establishment's Human Resources, is sent to restructure the hospital and, most importantly, to eventually shut down the maternity clinic, which is losing money. Four women whose age, personalities, and origins are different, but who will form a quartet overflowing with humanity and humor as they join forces to save the clinic. Life, love, friendship, Brittany and... bowling.",['FR'],"['Loma Nasha', 'Pathé', 'TF1 Films Production']",,5.0,519,nm1310723,"nm1310723,nm0243451"
892,tt2276095,Du vent dans mes mollets,2012,89.0,"Comedy,Drama",False,"A young girl is frustrated by her over-protective mom. At school, she meets another fearless little girl that is going to have a big influence on her.",['FR'],['Gaumont'],,6.7,1073,nm0850366,"nm0066505,nm1077445,nm0850366"
893,tt2276778,Les profs,2013,88.0,Comedy,False,"With only 12 percent of its pupils obtaining their baccalaureate, Jules Ferry High School is the worst school in France. The Inspector of Schools has already exhausted all the conventional means to raise standards at the school and he has no choice but to take the advice of his deputy. It is a case of having to fight fire with fire: the worst pupils must be taught by the worst teachers...",['FR'],['UGC'],,5.2,3918,nm0553237,"nm0553237,nm2059904,nm6317807,nm6317808"
894,tt2279245,Réussir sa vie,2012,84.0,"Comedy,Drama",False,"Three stories: ""Naked Run"", ""Belle Ile en Mer"" and ""Anti-Virus"". Three adventures of young people of different sexes, desperate to change their lives, form pieces of a mysterious puzzle in Benoit Forgeard's hypnotic and ethereal debut.",['FR'],['Ecce Films'],['FR'],5.6,65,nm2254779,nm2254779
895,tt2282849,Les Kaïra,2012,95.0,Comedy,False,3 childhood friends who have never left their hometown in the suburb try to get into porn as a way earning easy money.,['FR'],"['Save Ferris Entertainment', 'Mandarin Film', 'Ciné+', 'Cofimage 23', 'Sofica Manon 2', 'Palatine Étoile 9', 'Canal+']",,5.4,1712,nm4151736,nm4151736
896,tt22872766,Panayiotis Pascot: Almost,2022,78.0,"Comedy,Documentary",False,Those who still see him as an innocent teen TV correspondent are in for a surprise: French comic Panayotis Pascot is all grown up and ready to get real.,['FR'],['JMD Productions'],['FR'],7.2,154,"nm6767387,nm8161834",nm8161834
897,tt2289538,Elle s'en va,2013,116.0,"Comedy,Drama",False,"Deneuve plays sassy grandmother Bettie who takes to the road after being betrayed by her lover and learning her business is on the verge of bankruptcy on the same day. During a weeklong odyssey across France, she spends time with a grandson she hardly knows and reconnects with her past as former Miss Brittany through a reunion for former beauty queens.",['FR'],"['Fidélité Films', 'Wild Bunch', 'Auvergne-Rhône-Alpes Cinéma']",,6.4,2536,nm0073384,"nm0073384,nm0867374"
898,tt2293138,Vive la France,2013,94.0,Comedy,False,"Muzafar and Feruz are two easy going shepherds from Taboulistan, a tiny country in Asia that is unknown to the rest of the world. To alert the world to his country’s existence, the son of Taboulistan’s president decides to instigate a program of publicity terrorism. To that end, he recruits our two naive shepherds, their mission: to destroy the Eiffel Tower! But the France that Muzafar and Feruz discover is far from what they had expected...",['FR'],['Gaumont'],,5.8,4253,nm0949210,"nm0949210,nm3951121,nm1551369,nm1180742"
899,tt2295750,Des gens qui s'embrassent,2013,100.0,"Comedy,Romance",False,"Zef’s stormy relationship with his brother Roni is further aggravated when Roni marries his daughter just as he is attending to his wife’s funeral. The two brothers have never got on with each other. One is faithful to his religion, the other lives only for the present. Between London, Paris, Saint-Tropez and New York, a series of confrontations and betrayals threatens to drive the family further apart, but out of this confusion will come a great love story, perhaps even two...","['BE', 'FR']","['Pathé Distribution', 'Canal+', 'TF1 Films Production']",,5.4,1122,nm0860019,"nm0860019,nm0859985"
900,tt2298384,Amour & turbulences,2013,96.0,"Comedy,Romance",False,"Antoine is a lawyer living in New York. On his way back to France for the final round of a job interview, Antoine finds himself sitting right next to his ex-girlfriend Julie. With a seven-hour flight ahead of them, they are going to have to speak to each other.",['FR'],['Universal Pictures International (UPI)'],,6.3,5227,nm1415190,"nm0029646,nm5473573,nm3843101,nm4397312,nm0126848,nm1415190,nm1267707"
901,tt2311182,Un prince (presque) charmant,2013,88.0,"Comedy,Romance",False,A romantic comedy about Jean-Marc who is a convinced bachelor and also very busy. So busy that he almost missed his own daughters wedding ceremony...,['FR'],['EuropaCorp'],,5.6,725,nm0500977,nm0000108
902,tt2315200,"Les garçons et Guillaume, à table!",2013,85.0,Comedy,False,"How to become a man when your mother and your closed circle have decided otherwise? This is the challenge Guillaume took up. The film recounts Guillaume's tragicomic battle from the young age of eight, as he adopts the role of a girl then of a homosexual... until, aged 30, he meets the woman who, after his mother, will become the other woman in his life. Beyond this story of a heterosexual coming-out, the film tells the tale of an actor who never stopped loving women, maybe even a little too much.",['FR'],"['LGM Productions', 'Rectangle Productions', 'Gaumont', 'Gaumont Distribution', 'France 3 Cinéma']",,6.6,7978,nm0302916,"nm0302916,nm1139120,nm4794244"
903,tt2319018,100% cachemire,2013,98.0,Comedy,False,"The story of Aleksandra and Cyrille, a prominent, trendy, and very well-off Parisian couple, whose life is not quite the same after seven-year-old Alekseï from Russia suddenly pops up in their 100% cashmere, childless home. Aleksandra soon realises that this little boy they have adopted is not quite what she had been hoping for...",['FR'],"['SCOPE Pictures', 'Rectangle Productions']",,4.8,717,nm0501256,nm0501256
904,tt2320274,Le grand méchant loup,2013,107.0,Comedy,False,"Once upon a time in 2012, three brothers lived happily. One day their mom fell into a coma. So Henri, Philippe, and Louis suddenly started wondering about the meaning of their lives and were swamped by a wave of existential doubts. An entirely new situation for this bourgeois trio in their forties, one which opened a door to the novel and indeed the forbidden... and to the big bad wolf!",['FR'],['Mandarin Film'],,6.1,904,"nm3299329,nm3298144","nm3299329,nm3298144,nm0482494,nm2179280,nm0399088"
905,tt2321405,Ma vie de Courgette,2016,66.0,"Animation,Comedy,Drama",False,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.","['FR', 'CH']","['Gébéka Films', 'Rita Productions', 'Blue Spirit', 'KNM', 'RTS', 'SRG SSR', 'Auvergne-Rhône-Alpes Cinéma', 'France 3 Cinéma', 'Hélium Films']","['FR', 'FR', 'FR', 'FR', 'CH', 'CH', 'FR', 'FR', '']",7.8,28204,nm1957706,"nm1780037,nm1957706,nm0622973,nm4966991,nm2951613,nm7751721,nm0999118"
906,tt2330546,Les reines du ring,2013,97.0,"Comedy,Sport",False,"More than anything, 30-year-old Rose longs to be reunited with Mickaël, her estranged 11-year-old son who has been placed with a foster family and blames his mother for their long separation. When she discovers that Mickaël is crazy about wrestling, Rose thinks she's found a way to melt the ice: she'll put together a tag team with three girlfriends from the store where all four work as checkout girls...",['FR'],"['La Petite Reine', 'WWE Studios', 'Karé Productions']",,5.6,639,nm2277061,"nm1105000,nm3960972,nm5773231,nm1602507,nm2277061,nm4469012,nm4469041,nm1899620,nm0490897,nm1879912"
907,tt2336259,Dépression et des potes,2012,95.0,Comedy,False,,['FR'],"['StudioCanal', 'Canal+']",,5.3,1002,nm0501548,nm0501548
908,tt2342207,Mais qui a re-tué Pamela Rose?,2012,90.0,Comedy,False,"French filmmaker Eric Lartigau directs the anarchic buddy comedy Bullit and Riper, originally released as Mais qui a tue Pamela Rose? French comedic television stars Kad Merad and Olivier Barroux are both the protagonists and the screenwriters. As a parody of Hollywood cop films, the story is set somewhere in the American Midwest as fabricated by the French. After losing his regular partner, FBI agent Richard Bullit (Merad) gets assigned to the book-learned cop Riper (Barroux) to investigate the death of a stripper. American movie stereotypes abound, such as shock jock Phil Canon (Gérard Darmon) and sheriff Steve Marley (Jean-Paul Rouve).",['FR'],"['LGM Productions', 'Gaumont', 'Nexus Factory', 'uFilm', 'SPAD Films']",,5.3,1472,"nm0057842,nm0580101","nm0057842,nm0580101,nm1272853"
909,tt2353989,En pays cannibale,2013,84.0,Comedy,False,"Max and his gang of crazy buddies wander around the depths of a small, quirky, city-dweller community, driven by parties, sex and drugs.",['FR'],[],,5.1,17,nm4995533,"nm4995533,nm4995473"
910,tt2354181,Les gamins,2013,95.0,Comedy,False,"Newly engaged, Thomas meets his future father-in-law Gilbert, who has been married for 30 years to Suzanne. Disillusioned Gilbert is convinced that his marriage has meant he's missed out on life. He persuades Thomas not to marry his daughter Lola and encourages him to drop everything else in his life as well. The two men then throw themselves into a new brats' life full of adventure, convinced that freedom is elsewhere. But at what cost do we rediscover our adolescent dreams?",['FR'],['Gaumont'],,6.1,3362,nm4996483,"nm0991511,nm4996483,nm4380548,nm2130235"
911,tt2357201,Maman,2012,88.0,"Comedy,Drama",False,"Sandrine and Alice are two sisters who, in their thirties, decide the time has come to attempt a reconciliation with their mother.",['FR'],['LGM Productions'],,5.1,294,nm1464507,nm1464507
912,tt2359652,Sous le figuier,2012,92.0,Comedy,False,"Nathalie, Christophe and Joëlle are in the midst of an existential crisis. Brought together by Selma, 95 and seriously ill, they will spend a memorable summer on the banks of the Moselle. How ironic that the one whom they had intended to help to die should help them to live...","['BE', 'FR', 'LU']","['Tarantula', 'MACT Productions', 'Tarantula']",,5.7,88,nm0262098,nm0262098
913,tt2361110,Grand départ,2013,86.0,"Comedy,Drama",False,"A tender coming of age story of two brothers thrown into turmoil by their father's declining health, GRAND DÉPART reveals a young man looking to his future, while struggling with his past. Between his domineering brother Luc (Jérémie Elkaïm) and his incorrigible father (César winner Eddy Mitchell), Romain (Pio Marmaï) finds that he can't go on being the boy who does what is expected of him. Approaching 30, Romain decides that it's time to face his family as an adult and, in the process, learn more about himself than he ever imagined.",['FR'],"['StudioCanal', 'Move Movie']",,5.6,162,nm1228287,"nm1228287,nm0836094"
914,tt23740404,Un homme heureux,2023,89.0,Comedy,False,"Jean has been the conservative mayor of a small town for several years. He intends to run for another term. Edith, his wife, is the paragon of the traditional devoted housewife and mother. So it comes as quite a shock when she tells her husband of forty years that deep down, she has always been... A MAN! Totally blindsided, Jean didn't see this coming. For a politician campaigning on family values, this is too much! But Edith, still the loving wife, make a deal with him: she will postpone her transition and stay a woman until after the elections. But as we know, campaigns are all about digging up dirt to keep the rumor mill turning",['FR'],"['Gaumont', 'France 2 Cinéma', 'Albertine Productions']","['FR', 'FR', 'FR']",5.5,410,nm2808147,"nm0491230,nm0493698"
915,tt2375791,La fleur de l'âge,2012,83.0,"Comedy,Drama",False,"Gaspard Dassonville may be 63 but he stubbornly refuses to show his age. A well-known television producer, he amuses himself with women who are half his age, and life has never felt so good. Then, one day, his age catches up with him with a vengeance, when he is forced to take care of his elderly father Hubert. An indomitable oldster, Hubert soon manages to unsettle his son’s illusory youth, but things take an unexpected turn when a care assistant with a colorful imagination comes between them...",['FR'],"['Gloria Films', 'Les Productions du Trésor', 'Mars Distribution']",,5.8,231,nm0007052,"nm2275514,nm0024887"
916,tt23790924,Vincent doit mourir,2023,115.0,"Comedy,Drama,Fantasy",False,"It follows Vincent who finds himself under attack for no apparent reason overnight. When the phenomenon intensifies, he must run and change his way of life completely.",['FR'],"['ARTE France Cinéma', 'Capricci Films', 'Bobi Lux', 'Wild West', 'Frakas Productions', 'Auvergne-Rhône-Alpes Cinéma']","['FR', 'FR', 'FR', 'FR', 'BE', 'FR']",6.8,406,nm4658431,nm1580389
917,tt2382422,Jacky au royaume des filles,2014,87.0,Comedy,False,"The film is set in a world, the Popular Democratic Republic of Bubunne, in which women hold the power and men are forced to wear veils and stay at home.",['FR'],"['Les Films des Tournelles', 'Pathé', 'Orange Studio', 'France 2 Cinéma', 'Alvy Distribution']",,6.1,2622,nm3176551,nm3176551
918,tt23831726,Comme par magie,2023,93.0,"Comedy,Drama",False,"Victor, a young magician on the rise, raises his daughter Lison alone. But Jacques, his whimsical stepfather, interferes in the girl's education against his wishes. An unlikely pairing that will have as its referee Nina, Victor's childhood friend, with a strong character.",['FR'],"['M.E.S. Productions', 'Orange Studio', 'M6 Films', 'Apollo Films']","['FR', 'FR', 'FR', 'FR']",5.9,7,nm0056725,"nm0056725,nm2603743,nm1175497,nm1762669"
919,tt23856264,"Toni, en famille",2023,96.0,"Comedy,Drama",False,"Toni is raising her five children alone. A full-time job. She also sings in the evening at bars. Tony has talent. She recorded a hit single. But that was 20 years ago. Today, as her two eldest children prepare to go to university, Toni wonders: what will she do when all of her offspring have left home? At 43, is there still time to take control of your life?",['FR'],"['Chi-Fou-Mi Productions', 'France 2 Cinéma', 'StudioCanal']","['FR', 'FR', 'FR']",7.3,209,nm6806275,nm6806275
920,tt23867462,Happy Nous Year,2022,59.0,"Comedy,Romance",False,"En route to a party, two strangers get stuck in an elevator on New Year's Eve — and find themselves connecting in unexpected ways.",['FR'],"['The Man et My Family', 'Le Royal Ping Pong Club', 'Adams Family Productions']","['FR', 'FR', 'FR']",5.4,478,nm2361701,"nm2361701,nm1602776"
921,tt2390281,Max,2012,83.0,Comedy,False,"Max is 6 years old. She lives with her dad Toni, a small time crook with a golden heart. For Xmas, Max offers him Rose, a call-girl found on the street whom she’s very fond of. Despite the complicated situation, Toni’s gonna have a hard time refusing her daughter’s «gift» and must coexist with Rose.",['FR'],"['Bethsabée Mucho', 'Ardimages', 'Suerte Productions']",,5.1,295,nm0613587,"nm1163106,nm1877278,nm0613587"
922,tt2391746,Rue Mandar,2012,95.0,Comedy,False,"When their beloved Polish immigrant mother passes away, the sisters Emma (Kiberlain) and Rosemonde (Devos), and their brother, Charles (Berry), are obliged to deal with the personal and physical aftereffects, which include the cozy, old fashioned flat where she lived on the movie’s titular street (located in the heart of Paris’ chic 2nd arrondissement).",['FR'],"['Thelma Films', 'Manchester Films']",,4.8,148,nm0147544,"nm0147544,nm0584962"
923,tt2392672,Réalité,2014,95.0,Comedy,False,"A wanna-be director is given 48 hours by a producer to find the best groan of pain, worthy of an Oscar, as the only condition to back his film.","['BE', 'FR']","['Orange Sky', 'Realitism Films', 'Rubber Films']",,6.9,6585,nm1189197,nm1189197
924,tt2397487,L'air de rien,2012,91.0,Comedy,False,"An officer of the court meets his father's idol, a singer that stopped performing years ago, while seizing his assets and takes it upon himself to help him with his creditors.",['FR'],['Les films du Velvet'],,6.2,85,"nm5046293,nm5046332","nm5046293,nm5046332"
925,tt2397489,L'antisémite,2012,81.0,Comedy,False,,"['FR', 'IR']",['HACC'],,3.8,164,nm0226386,"nm0226386,nm5046211"
926,tt2399495,Adieu Berthe - L'enterrement de mémé,2012,100.0,"Comedy,Drama",False,"A provincial chemist in the throes of a mid-life crisis must choose between burying his dearly departed grandmother and cremating her in this quirky comedy of manners starring Valerie Lemercier, Denis Podalydes, and Isabelle Candelier.",['FR'],['Why Not Productions'],,6.0,935,nm0687913,"nm0687913,nm0687914"
927,tt2399499,Arrête de pleurer Pénélope,2012,84.0,Comedy,False,"Chloé, Léonie and Pénélope, three friends who have not set eyes on each other for many years, are reunited in a notary’s office. It appears that Chloé’s aunt, with whom they used to spend their summer holidays, has died and bequeathed them her house in the country. The three young women agree to spend the weekend at the house, to clear it out so that they can sell it. As soon as they arrive at the house, old memories come flooding back. It is the beginning of a very long weekend...",['FR'],['Sunrise Films'],,4.6,99,"nm1290937,nm0962593","nm2059081,nm1290937,nm0962593,nm3524334"
928,tt2399501,Au galop,2012,93.0,"Comedy,Drama,Romance",False,"Ada was settled in her life, she was pleased with it, or thought she was. She was one half of a couple who seemed happy, she'd had a child, was even due to get married, and wham... she met Paul... And this Paul was writer to boot, who lived alone with his grown daughter, had an exceedingly intrusive mother, and had the unfortunate idea of losing his father when this story had hardly got off the ground... Life started to gather speed. It was about time.",['FR'],"['Soficinéma 8', 'Everybody on Deck', 'Hérodiade', 'CNC', 'Canal+']",,6.1,195,nm0209629,nm0209629
